Timestamp,Type,MMSI,NavigationStatus,TurnRate,SpeedOverGround,PositionAccuracy,Latitude,Longitude,COG,Heading,ROT,ManeuverIndicator
2023-05-25 13:23:31.535933,1,419000337,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,6.1,False,72.847085,18.911165,172.8,511,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:29.486101,1,419000337,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,6,False,72.847063,18.911225,179.4,511,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:33.116212,1,419000620,<NavigationStatus.AtAnchor: 1>,<TurnRate.NO_TI_DEFAULT: -128.0>,4.6,True,72.939997,18.834973,103.1,511,7,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:02.518607,1,419000620,<NavigationStatus.AtAnchor: 1>,<TurnRate.NO_TI_DEFAULT: -128.0>,4.7,True,72.939298,18.835143,104.9,511,37,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:34.445611,1,352823000,<NavigationStatus.UnderWayUsingEngine: 0>,0,6.8,False,72.672852,18.822585,79,78,44,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:13.377668,1,352823000,<NavigationStatus.UnderWayUsingEngine: 0>,0,6.9,False,72.672158,18.822472,80,78,23,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:35.085569,1,419001473,<NavigationStatus.Moored: 5>,<TurnRate.NO_TI_RIGHT: 127.0>,8.9,False,72.873723,18.92847,261.1,261,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:24.336501,1,419001473,<NavigationStatus.Moored: 5>,0,8.9,False,72.874198,18.928543,260.4,259,60,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:23:42.844781,3,419001688,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,2.9,False,72.781115,18.86002,148.5,511,17,<ManeuverIndicator.NotAvailable: 0>
2023-05-25 13:22:22.572286,3,419001688,<NavigationStatus.UnderWayUsingEngine: 0>,<TurnRate.NO_TI_DEFAULT: -128.0>,3.9,False,72.780313,18.861067,149.1,511,57,<ManeuverIndicator.NotAvailable: 0>
